snapshot_date;fetched_at_utc;count_saved;pages_fetched;type;brand;model;version_raw;manufacture_year;model_year;price;fuel;transmission;version
2025-12-29;2025-12-29T13:07:59.328055Z;15605;716;none;none;none;none;;;;none;none;None none none
