brand_norm;model_norm;version_norm;model_year;fipe_brand;fipe_model;fipe_code;score;match_source;first_seen;last_seen
chevrolet;s10;s10 cd ls 2.8 diesel 4x4 mec;2024;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.7253;contains;2025-08-31;2025-10-15
chevrolet;s10;s10 cd ls 2.8 diesel mec;2023;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.7044;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd ls 2.8 diesel mec;2024;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.7044;contains;2025-08-25;2025-08-31
chevrolet;s10;s10 cd ls mt 4x4 2.8 diesel mec;2022;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.7268;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd ls mt 4x4 2.8 diesel mec;2023;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.7268;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd ls mt 4x4 2.8 diesel mec;2024;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.7268;contains;2025-08-25;2025-09-15
chevrolet;s10;s10 cd ls mt 4x4 2.8 etanol mec;2022;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.6099;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd lt 2.8 diesel 4x4 aut;2023;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.7253;contains;2025-08-31;2025-10-15
chevrolet;s10;s10 cd lt 2.8 diesel 4x4 aut;2024;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.7253;contains;2025-08-31;2025-10-15
chevrolet;s10;s10 cd lt 2.8 diesel aut;2023;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.7044;contains;2025-08-25;2025-08-31
chevrolet;s10;s10 cd lt 2.8 diesel aut;2024;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.7044;contains;2025-08-25;2025-09-15
chevrolet;s10;s10 cd lt aut 4x4 2.8 diesel;2023;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.7106;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd lt aut 4x4 2.8 diesel;2024;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.7106;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd lt aut 4x4 2.8 diesel mec;2023;gm - chevrolet;s10 pick-up lt 2.8 tdi 4x4 cd diesel aut;004395-8;0.6801;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd ltz 2.8 diesel 4x4 aut;2024;gm - chevrolet;s10 pick-up ltz 2.8 tdi 4x4 cd dies.aut;004397-4;0.7299;contains;2025-08-31;2025-10-15
chevrolet;s10;s10 cd ltz 2.8 diesel 4x4 aut;2025;gm - chevrolet;s10 pick-up ltz 2.8 tdi 4x4 cd dies.aut;004397-4;0.7299;contains;2025-09-26;2025-10-15
chevrolet;s10;s10 cd ltz 2.8 diesel aut;2022;gm - chevrolet;s10 pick-up ltz 2.8 tdi 4x4 cd dies.aut;004397-4;0.7086;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd ltz 2.8 diesel aut;2024;gm - chevrolet;s10 pick-up ltz 2.8 tdi 4x4 cd dies.aut;004397-4;0.7086;contains;2025-08-25;2025-08-25
chevrolet;s10;s10 cd ltz 2.8 diesel aut;2025;gm - chevrolet;s10 pick-up ltz 2.8 tdi 4x4 cd dies.aut;004397-4;0.7086;contains;2025-09-15;2025-09-15
chevrolet;s10;s10 cd wt diesel 4x4 aut 2.8;2025;gm - chevrolet;s10 pick-up wt 2.8 tdi 4x4 cd diesel aut;004550-0;0.6665;contains;2025-08-31;2025-10-15
chevrolet;s10;s10 cs ls 2.8 diesel 4x4 mec;2023;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.6591;contains;2025-09-15;2025-09-26
chevrolet;s10;s10 cs ls 2.8 diesel 4x4 mec;2024;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.6591;contains;2025-08-31;2025-10-15
chevrolet;s10;s10 cs ls 2.8 diesel mec;2023;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.6378;contains;2025-09-15;2025-09-15
chevrolet;s10;s10 cs ls 2.8 diesel mec;2024;gm - chevrolet;s10 pick-up ls 2.8 tdi 4x4 cd dies. mec.;004413-0;0.6378;contains;2025-08-25;2025-08-25
chevrolet;spin;spin ls 1.8 econoflex flex mec;2024;gm - chevrolet;spin ls 1.8 8v econo.flex 5p mec.;004435-0;0.8571;contains;2025-08-31;2025-08-31
chevrolet;spin;spin ls 1.8 flex mec;2024;gm - chevrolet;spin ls 1.8 8v econo.flex 5p mec.;004435-0;0.8742;contains;2025-09-15;2025-09-15
chevrolet;spin;spin premier 1.8 econoflex aut flex;2022;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8474;contains;2025-09-26;2025-10-06
chevrolet;spin;spin premier 1.8 econoflex aut flex;2023;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8474;contains;2025-08-25;2025-10-15
chevrolet;spin;spin premier 1.8 econoflex aut flex;2024;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8474;contains;2025-08-25;2025-10-15
chevrolet;spin;spin premier 1.8 econoflex aut flex;2025;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8474;contains;2025-08-25;2025-10-15
chevrolet;spin;spin premier 1.8 flex aut;2023;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8858;contains;2025-08-25;2025-08-31
chevrolet;spin;spin premier 1.8 flex aut;2024;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8858;contains;2025-08-25;2025-09-15
chevrolet;spin;spin premier 1.8 flex aut;2025;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.8858;contains;2025-08-25;2025-09-15
chevrolet;spin;spin premier aut 7 lugares 1.8 flex;2022;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.674;contains;2025-09-15;2025-09-15
chevrolet;spin;spin premier aut 7 lugares 1.8 flex;2023;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.674;contains;2025-08-25;2025-09-15
chevrolet;spin;spin premier aut 7 lugares 1.8 flex;2024;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.674;contains;2025-08-25;2025-09-15
chevrolet;spin;spin premier aut 7 lugares 1.8 flex;2025;gm - chevrolet;spin premier 1.8 8v econo.flex 5p aut.;004494-6;0.674;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker lt 1.0 flex aut;2023;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;0.8817;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker lt 1.0 flex aut;2024;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;0.8817;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker lt 1.0 flex aut;2025;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;0.8817;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker lt 1.0 turbo flex aut;2023;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;1.0;contains;2025-08-31;2025-10-15
chevrolet;tracker;tracker lt 1.0 turbo flex aut;2024;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;1.0;contains;2025-08-25;2025-10-15
chevrolet;tracker;tracker lt 1.0 turbo flex aut;2025;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;1.0;contains;2025-08-25;2025-10-15
chevrolet;tracker;tracker lt aut turbo 1.0 flex;2023;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;0.8793;contains;2025-08-25;2025-08-25
chevrolet;tracker;tracker lt aut turbo 1.0 flex;2025;gm - chevrolet;tracker lt 1.0 turbo 12v flex aut.;004522-5;0.8793;contains;2025-08-25;2025-08-25
chevrolet;tracker;tracker ltz 1.0 flex aut;2023;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;0.8838;contains;2025-08-25;2025-08-25
chevrolet;tracker;tracker ltz 1.0 flex aut;2024;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;0.8838;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker ltz 1.0 flex aut;2025;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;0.8838;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker ltz 1.0 turbo flex aut;2023;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;1.0;contains;2025-08-31;2025-10-15
chevrolet;tracker;tracker ltz 1.0 turbo flex aut;2024;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;1.0;contains;2025-08-25;2025-10-15
chevrolet;tracker;tracker ltz 1.0 turbo flex aut;2025;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;1.0;contains;2025-08-25;2025-10-15
chevrolet;tracker;tracker ltz aut turbo 1.0 flex;2024;gm - chevrolet;tracker ltz 1.0 turbo 12v flex aut.;004532-2;0.8833;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker premier 1.0 flex aut;2023;gm - chevrolet;tracker premier 1.0 turbo 12v flex aut.;004533-0;0.891;contains;2025-08-25;2025-08-31
chevrolet;tracker;tracker premier 1.0 turbo flex aut;2022;gm - chevrolet;tracker premier 1.0 turbo 12v flex aut.;004533-0;1.0;contains;2025-09-26;2025-10-15
chevrolet;tracker;tracker premier 1.0 turbo flex aut;2023;gm - chevrolet;tracker premier 1.0 turbo 12v flex aut.;004533-0;1.0;contains;2025-09-26;2025-10-15
chevrolet;tracker;tracker premier 1.2 flex aut;2021;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;0.891;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker premier 1.2 flex aut;2022;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;0.891;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker premier 1.2 flex aut;2023;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;0.891;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker premier 1.2 flex aut;2024;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;0.891;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker premier 1.2 flex aut;2025;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;0.891;contains;2025-08-25;2025-09-15
chevrolet;tracker;tracker premier 1.2 turbo flex aut;2021;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;1.0;contains;2025-08-31;2025-10-15
chevrolet;tracker;tracker premier 1.2 turbo flex aut;2022;gm - chevrolet;tracker premier 1.2 turbo 12v flex aut.;004525-0;1.0;contains;2025-08-31;2025-10-15
