TabelaReferenciaCodigo,CodigoTipoVeiculo,CodigoMarca,CodigoModelo,AnoModeloParam,CodigoTipoCombustivelParam,Valor,Marca,Modelo,AnoModelo,CodigoFipe,Combustivel,TipoVeiculo,SiglaCombustivel,MesReferencia,Autenticacao,DataConsulta,ValorNum
326,1,,,2021,,"R$ 71.412,00",Fiat,Doblo ESSENCE 1.8 Flex 16V 5p,2021,001352-8,Flex,1,F,outubro de 2025 ,6bmjxsrlbwg6,"quarta-feira, 1 de outubro de 2025 00:24",71412.0
326,1,,,2021,,"R$ 45.774,00",Fiat,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,2021,001424-9,Flex,1,F,outubro de 2025 ,wm0w7xjqcfg6,"quarta-feira, 1 de outubro de 2025 00:24",45774.0
326,1,,,2022,,"R$ 124.900,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2022,001453-2,Diesel,1,D,outubro de 2025 ,g1r2hv5wsbdm9,"quarta-feira, 1 de outubro de 2025 00:24",124900.0
326,1,,,2023,,"R$ 136.983,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2023,001453-2,Diesel,1,D,outubro de 2025 ,hhx726jvzqdrj,"quarta-feira, 1 de outubro de 2025 00:24",136983.0
326,1,,,2024,,"R$ 154.540,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2024,001453-2,Diesel,1,D,outubro de 2025 ,h5jdj70z3ddvr,"quarta-feira, 1 de outubro de 2025 00:24",154540.0
326,1,,,2025,,"R$ 166.843,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2025,001453-2,Diesel,1,D,outubro de 2025 ,jmyk013l3bdyz,"quarta-feira, 1 de outubro de 2025 00:24",166843.0
326,1,,,2021,,"R$ 47.297,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2021,001461-3,Flex,1,F,outubro de 2025 ,w6wgq55kzjg6,"quarta-feira, 1 de outubro de 2025 00:24",47297.0
326,1,,,2022,,"R$ 50.268,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2022,001461-3,Flex,1,F,outubro de 2025 ,ybqbnmwl4qlf,"quarta-feira, 1 de outubro de 2025 00:24",50268.0
326,1,,,2023,,"R$ 53.730,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2023,001461-3,Flex,1,F,outubro de 2025 ,zm9nyljmk3pn,"quarta-feira, 1 de outubro de 2025 00:24",53730.0
326,1,,,2024,,"R$ 57.191,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2024,001461-3,Flex,1,F,outubro de 2025 ,0ywmy71srbsw,"quarta-feira, 1 de outubro de 2025 00:24",57191.0
