TabelaReferenciaCodigo,CodigoTipoVeiculo,CodigoMarca,CodigoModelo,AnoModeloParam,CodigoTipoCombustivelParam,Valor,Marca,Modelo,AnoModelo,CodigoFipe,Combustivel,TipoVeiculo,SiglaCombustivel,MesReferencia,Autenticacao,DataConsulta,ValorNum
333,1,,,2021,,"R$ 69.020,00",Fiat,Doblo ESSENCE 1.8 Flex 16V 5p,2021,001352-8,Flex,1,F,maio de 2026 ,5fk3z6psdlg6,"domingo, 3 de maio de 2026 18:05",69020.0
333,1,,,2021,,"R$ 44.512,00",Fiat,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,2021,001424-9,Flex,1,F,maio de 2026 ,v466nxp7xdg6,"domingo, 3 de maio de 2026 18:05",44512.0
333,1,,,2022,,"R$ 119.362,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2022,001453-2,Diesel,1,D,maio de 2026 ,gt8sjxmwggdm9,"domingo, 3 de maio de 2026 18:05",119362.0
333,1,,,2023,,"R$ 131.811,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2023,001453-2,Diesel,1,D,maio de 2026 ,g9v8jfbghrdrj,"domingo, 3 de maio de 2026 18:05",131811.0
333,1,,,2024,,"R$ 145.705,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2024,001453-2,Diesel,1,D,maio de 2026 ,ht48nyyy2vdvr,"domingo, 3 de maio de 2026 18:05",145705.0
333,1,,,2025,,"R$ 159.169,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2025,001453-2,Diesel,1,D,maio de 2026 ,jbym9t71b0dyz,"domingo, 3 de maio de 2026 18:05",159169.0
333,1,,,2021,,"R$ 46.632,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2021,001461-3,Flex,1,F,maio de 2026 ,wy2rwxfwpsg6,"domingo, 3 de maio de 2026 18:05",46632.0
333,1,,,2022,,"R$ 50.348,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2022,001461-3,Flex,1,F,maio de 2026 ,ycnd4ml2z4lf,"domingo, 3 de maio de 2026 18:05",50348.0
333,1,,,2023,,"R$ 53.592,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2023,001461-3,Flex,1,F,maio de 2026 ,zlph3d6d1cpn,"domingo, 3 de maio de 2026 18:05",53592.0
333,1,,,2024,,"R$ 56.411,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2024,001461-3,Flex,1,F,maio de 2026 ,0nq4b31n51sw,"domingo, 3 de maio de 2026 18:05",56411.0
333,1,,,2025,,"R$ 60.391,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2025,001461-3,Flex,1,F,maio de 2026 ,15dq7jzjzzw3,"domingo, 3 de maio de 2026 18:05",60391.0
333,1,,,32000,5,"R$ 73.384,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,32000,001461-3,Flex,1,F,maio de 2026 ,62q9mqf7rfcz,"domingo, 3 de maio de 2026 18:05",73384.0
333,1,,,2021,,"R$ 103.035,00",Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,2021,001487-7,Diesel,1,D,maio de 2026 ,f64bz1p669dj2,"domingo, 3 de maio de 2026 18:05",103035.0
333,1,,,2022,,"R$ 111.479,00",Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,2022,001487-7,Diesel,1,D,maio de 2026 ,gj0795p0bhdm9,"domingo, 3 de maio de 2026 18:05",111479.0
333,1,,,2023,,"R$ 121.602,00",Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,2023,001487-7,Diesel,1,D,maio de 2026 ,gxw6gtqxx8drj,"domingo, 3 de maio de 2026 18:05",121602.0
