"SNV.latitude","SNV.longitude","Min(SNV.SNV_Conces)","Min(SNV.Rodovia)","CountNonNull(SNV.km - SNV)"
-21.394,-42.492,"ECOVIAS RIO MINAS","BR-116-MG","740.14244604316548"
-21.394,-42.491,"ECOVIAS RIO MINAS","BR-116-MG","740.07278177458033"
-21.393,-42.491,"ECOVIAS RIO MINAS","BR-116-MG","739.98321342925658"
-21.393,-42.49,"ECOVIAS RIO MINAS","BR-116-MG","739.92350119904074"
-21.392,-42.49,"ECOVIAS RIO MINAS","BR-116-MG","739.82398081534768"
-21.392,-42.489,"ECOVIAS RIO MINAS","BR-116-MG","739.77422062350115"
-21.391,-42.489,"ECOVIAS RIO MINAS","BR-116-MG","739.6647482014389"
-21.391,-42.488,"ECOVIAS RIO MINAS","BR-116-MG","739.62494004796167"
-21.39,-42.488,"ECOVIAS RIO MINAS","BR-116-MG",739.50551558753
-21.39,-42.487,"ECOVIAS RIO MINAS","BR-116-MG","739.47565947242208"
-21.389,-42.487,"ECOVIAS RIO MINAS","BR-116-MG","739.3462829736211"
-21.389,-42.486,"ECOVIAS RIO MINAS","BR-116-MG","739.32637889688249"
-21.388,-42.486,"ECOVIAS RIO MINAS","BR-116-MG","739.1870503597122"
-21.387,-42.485,"ECOVIAS RIO MINAS","BR-116-MG","739.03776978417261"
-21.386,-42.485,"ECOVIAS RIO MINAS","BR-116-MG","739.0278177458033"
-21.386,-42.484,"ECOVIAS RIO MINAS","BR-116-MG","738.88848920863313"
-21.385,-42.484,"ECOVIAS RIO MINAS","BR-116-MG","738.86858513189452"
-21.385,-42.483,"ECOVIAS RIO MINAS","BR-116-MG","738.73920863309354"
-21.384,-42.483,"ECOVIAS RIO MINAS","BR-116-MG","738.70935251798562"
-21.384,-42.482,"ECOVIAS RIO MINAS","BR-116-MG","738.61978417266187"
-21.383,-42.482,"ECOVIAS RIO MINAS","BR-116-MG","738.5103117505995"
-21.382,-42.482,"ECOVIAS RIO MINAS","BR-116-MG","738.40083932853713"
-21.381,-42.482,"ECOVIAS RIO MINAS","BR-116-MG","738.29136690647488"
-21.38,-42.482,"ECOVIAS RIO MINAS","BR-116-MG","738.18189448441251"
-21.379,-42.482,"ECOVIAS RIO MINAS","BR-116-MG","738.1619904076739"
-21.379,-42.481,"ECOVIAS RIO MINAS","BR-116-MG","738.06247002398084"
-21.378,-42.481,"ECOVIAS RIO MINAS","BR-116-MG","737.94304556354916"
-21.377,-42.481,"ECOVIAS RIO MINAS","BR-116-MG","737.86342925659471"
-21.377,-42.48,"ECOVIAS RIO MINAS","BR-116-MG","737.82362110311749"
-21.376,-42.48,"ECOVIAS RIO MINAS","BR-116-MG","737.71414868105512"
-21.375,-42.48,"ECOVIAS RIO MINAS","BR-116-MG","737.59472422062345"
-21.374,-42.48,"ECOVIAS RIO MINAS","BR-116-MG","737.56486810551564"
-21.374,-42.479,"ECOVIAS RIO MINAS","BR-116-MG","737.48525179856119"
-21.373,-42.479,"ECOVIAS RIO MINAS","BR-116-MG","737.36582733812952"
-21.372,-42.479,"ECOVIAS RIO MINAS","BR-116-MG","737.25635491606715"
-21.371,-42.479,"ECOVIAS RIO MINAS","BR-116-MG","737.186690647482"
-21.371,-42.478,"ECOVIAS RIO MINAS","BR-116-MG","737.14688249400479"
-21.37,-42.478,"ECOVIAS RIO MINAS","BR-116-MG","737.01750599520381"
-21.369,-42.478,"ECOVIAS RIO MINAS","BR-116-MG","736.97769784172658"
-21.369,-42.477,"ECOVIAS RIO MINAS","BR-116-MG","736.858273381295"
-21.368,-42.477,"ECOVIAS RIO MINAS","BR-116-MG","736.8284172661871"
-21.368,-42.476,"ECOVIAS RIO MINAS","BR-116-MG","736.70899280575543"
-21.367,-42.476,"ECOVIAS RIO MINAS","BR-116-MG","736.6592326139089"
-21.367,-42.475,"ECOVIAS RIO MINAS","BR-116-MG","736.56966426858514"
-21.366,-42.475,"ECOVIAS RIO MINAS","BR-116-MG","736.48996665656261"
-21.366,-42.474,"ECOVIAS RIO MINAS","BR-116-MG","736.42976659593819"
-21.365,-42.474,"ECOVIAS RIO MINAS","BR-116-MG","736.31939981812673"
-21.365,-42.473,"ECOVIAS RIO MINAS","BR-116-MG","736.28929978781446"
-21.364,-42.473,"ECOVIAS RIO MINAS","BR-116-MG","736.178933010003"
-21.363,-42.473,"ECOVIAS RIO MINAS","BR-116-MG","736.05853288875414"
-21.363,-42.472,"ECOVIAS RIO MINAS","BR-116-MG","736.04849954531676"
-21.362,-42.472,"ECOVIAS RIO MINAS","BR-116-MG","735.91806608063052"
-21.362,-42.471,"ECOVIAS RIO MINAS","BR-116-MG","735.87793270688087"
-21.361,-42.471,"ECOVIAS RIO MINAS","BR-116-MG","735.76756592906941"
-21.361,-42.47,"ECOVIAS RIO MINAS","BR-116-MG","735.71739921188237"
-21.36,-42.47,"ECOVIAS RIO MINAS","BR-116-MG","735.6070324340709"
-21.36,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","735.58696574719613"
-21.359,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","735.45653228250978"
-21.358,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","735.34616550469832"
-21.357,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","735.235798726887"
-21.356,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","735.13546529251289"
-21.355,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","735.02509851470143"
-21.354,-42.469,"ECOVIAS RIO MINAS","BR-116-MG","734.964898454077"
-21.354,-42.468,"ECOVIAS RIO MINAS","BR-116-MG","734.90469839345258"
-21.353,-42.468,"ECOVIAS RIO MINAS","BR-116-MG","734.78429827220373"
-21.352,-42.468,"ECOVIAS RIO MINAS","BR-116-MG","734.693998181267"
-21.352,-42.467,"ECOVIAS RIO MINAS","BR-116-MG","734.66389815095476"
-21.351,-42.467,"ECOVIAS RIO MINAS","BR-116-MG","734.54349802970592"
-21.35,-42.467,"ECOVIAS RIO MINAS","BR-116-MG","734.43313125189445"
-21.349,-42.466,"ECOVIAS RIO MINAS","BR-116-MG","734.30269778720822"
-21.348,-42.466,"ECOVIAS RIO MINAS","BR-116-MG","734.23246438314641"
-21.348,-42.465,"ECOVIAS RIO MINAS","BR-116-MG","734.1622309790846"
-21.347,-42.465,"ECOVIAS RIO MINAS","BR-116-MG","734.05186420127313"
-21.347,-42.464,"ECOVIAS RIO MINAS","BR-116-MG","734.03179751439825"
-21.346,-42.464,"ECOVIAS RIO MINAS","BR-116-MG","733.89133070627463"
-21.345,-42.464,"ECOVIAS RIO MINAS","BR-116-MG","733.87126401939975"
-21.345,-42.463,"ECOVIAS RIO MINAS","BR-116-MG","733.76089724158828"
-21.344,-42.463,"ECOVIAS RIO MINAS","BR-116-MG","733.68063049408909"
-21.344,-42.462,"ECOVIAS RIO MINAS","BR-116-MG","733.630463776902"
-21.343,-42.462,"ECOVIAS RIO MINAS","BR-116-MG","733.5100636556532"
-21.342,-42.462,"ECOVIAS RIO MINAS","BR-116-MG","733.43983025159139"
-21.342,-42.461,"ECOVIAS RIO MINAS","BR-116-MG","733.38966353440435"
-21.341,-42.461,"ECOVIAS RIO MINAS","BR-116-MG","733.24919672628062"
-21.34,-42.46,"ECOVIAS RIO MINAS","BR-116-MG","733.11876326159438"
-21.339,-42.46,"ECOVIAS RIO MINAS","BR-116-MG",733.05856320097
-21.339,-42.459,"ECOVIAS RIO MINAS","BR-116-MG","732.98832979690815"
-21.338,-42.459,"ECOVIAS RIO MINAS","BR-116-MG","732.8679296756593"
-21.337,-42.459,"ECOVIAS RIO MINAS","BR-116-MG","732.837829645347"
-21.337,-42.458,"ECOVIAS RIO MINAS","BR-116-MG","732.737496210973"
-21.336,-42.458,"ECOVIAS RIO MINAS","BR-116-MG","732.6170960897241"
-21.335,-42.457,"ECOVIAS RIO MINAS","BR-116-MG","732.49669596847525"
-21.334,-42.457,"ECOVIAS RIO MINAS","BR-116-MG","732.3762958472264"
-21.334,-42.456,"ECOVIAS RIO MINAS","BR-116-MG","732.366262503789"
-21.333,-42.456,"ECOVIAS RIO MINAS","BR-116-MG","732.24586238254017"
-21.332,-42.456,"ECOVIAS RIO MINAS","BR-116-MG","732.14552894816609"
-21.332,-42.455,"ECOVIAS RIO MINAS","BR-116-MG","732.12546226129132"
-21.331,-42.455,"ECOVIAS RIO MINAS","BR-116-MG","732.00506214004247"
-21.33,-42.455,"ECOVIAS RIO MINAS","BR-116-MG","731.91476204910578"
-21.33,-42.454,"ECOVIAS RIO MINAS","BR-116-MG","731.87462867535612"
-21.329,-42.454,"ECOVIAS RIO MINAS","BR-116-MG","731.75422855410727"
-21.328,-42.454,"ECOVIAS RIO MINAS","BR-116-MG","731.69402849348285"
-21.328,-42.453,"ECOVIAS RIO MINAS","BR-116-MG","731.63382843285842"
-21.327,-42.453,"ECOVIAS RIO MINAS","BR-116-MG","731.50339496817219"
-21.326,-42.453,"ECOVIAS RIO MINAS","BR-116-MG","731.46326159442253"
-21.326,-42.452,"ECOVIAS RIO MINAS","BR-116-MG","731.37296150348584"
-21.325,-42.452,"ECOVIAS RIO MINAS","BR-116-MG","731.29269475598664"
-21.325,-42.451,"ECOVIAS RIO MINAS","BR-116-MG","731.22246135192484"
-21.324,-42.451,"ECOVIAS RIO MINAS","BR-116-MG","731.14219460442553"
-21.324,-42.45,"ECOVIAS RIO MINAS","BR-116-MG","731.06192785692633"
-21.323,-42.45,"ECOVIAS RIO MINAS","BR-116-MG","730.99169445286452"
-21.323,-42.449,"ECOVIAS RIO MINAS","BR-116-MG","730.91142770536521"
-21.322,-42.449,"ECOVIAS RIO MINAS","BR-116-MG","730.8411943013034"
-21.322,-42.448,"ECOVIAS RIO MINAS","BR-116-MG","730.76092755380421"
-21.321,-42.448,"ECOVIAS RIO MINAS","BR-116-MG","730.69069414974228"
-21.321,-42.447,"ECOVIAS RIO MINAS","BR-116-MG","730.560260685056"
-21.32,-42.446,"ECOVIAS RIO MINAS","BR-116-MG","730.44989390724459"
-21.32,-42.445,"ECOVIAS RIO MINAS","BR-116-MG","730.32949378599574"
-21.32,-42.444,"ECOVIAS RIO MINAS","BR-116-MG","730.29939375568347"
-21.319,-42.444,"ECOVIAS RIO MINAS","BR-116-MG","730.16896029099723"
-21.318,-42.444,"ECOVIAS RIO MINAS","BR-116-MG","730.088693543498"
-21.318,-42.443,"ECOVIAS RIO MINAS","BR-116-MG","730.05859351318577"
-21.317,-42.443,"ECOVIAS RIO MINAS","BR-116-MG","729.94822673537431"
-21.316,-42.443,"ECOVIAS RIO MINAS","BR-116-MG","729.82782661412546"
-21.315,-42.443,"ECOVIAS RIO MINAS","BR-116-MG","729.74755986662626"
-21.315,-42.442,"ECOVIAS RIO MINAS","BR-116-MG","729.70742649287661"
-21.314,-42.442,"ECOVIAS RIO MINAS","BR-116-MG","729.566959684753"
-21.313,-42.441,"ECOVIAS RIO MINAS","BR-116-MG","729.42649287662925"
-21.313,-42.44,"ECOVIAS RIO MINAS","BR-116-MG","729.3963928463171"
-21.312,-42.44,"ECOVIAS RIO MINAS","BR-116-MG","729.296059411943"
-21.312,-42.439,"ECOVIAS RIO MINAS","BR-116-MG","729.21579266444371"
-21.311,-42.439,"ECOVIAS RIO MINAS","BR-116-MG","729.15559260381929"
-21.311,-42.438,"ECOVIAS RIO MINAS","BR-116-MG","729.03519248257044"
-21.31,-42.438,"ECOVIAS RIO MINAS","BR-116-MG","729.01512579569567"
-21.31,-42.437,"ECOVIAS RIO MINAS","BR-116-MG","728.88469233100932"
-21.31,-42.436,"ECOVIAS RIO MINAS","BR-116-MG","728.85459230069716"
-21.309,-42.436,"ECOVIAS RIO MINAS","BR-116-MG","728.7442255228857"
-21.309,-42.435,"ECOVIAS RIO MINAS","BR-116-MG","728.68402546226127"
-21.308,-42.435,"ECOVIAS RIO MINAS","BR-116-MG","728.60375871476208"
-21.308,-42.434,"ECOVIAS RIO MINAS","BR-116-MG","728.503425280388"
-21.307,-42.434,"ECOVIAS RIO MINAS","BR-116-MG","728.46329190663835"
-21.307,-42.433,"ECOVIAS RIO MINAS","BR-116-MG","728.36295847226427"
-21.306,-42.433,"ECOVIAS RIO MINAS","BR-116-MG","728.28269172476507"
-21.306,-42.432,"ECOVIAS RIO MINAS","BR-116-MG","728.232525007578"
-21.305,-42.432,"ECOVIAS RIO MINAS","BR-116-MG","728.1020915428918"
-21.304,-42.432,"ECOVIAS RIO MINAS","BR-116-MG","728.08202485601691"
-21.304,-42.431,"ECOVIAS RIO MINAS","BR-116-MG","727.97165807820545"
-21.303,-42.431,"ECOVIAS RIO MINAS","BR-116-MG","727.90142467414364"
-21.303,-42.43,"ECOVIAS RIO MINAS","BR-116-MG","727.83119127008183"
-21.302,-42.43,"ECOVIAS RIO MINAS","BR-116-MG","727.72082449227037"
-21.302,-42.429,"ECOVIAS RIO MINAS","BR-116-MG","727.6907244619581"
-21.301,-42.429,"ECOVIAS RIO MINAS","BR-116-MG","727.55025765383448"
-21.3,-42.428,"ECOVIAS RIO MINAS","BR-116-MG","727.39975750227336"
-21.3,-42.427,"ECOVIAS RIO MINAS","BR-116-MG","727.389724158836"
-21.299,-42.427,"ECOVIAS RIO MINAS","BR-116-MG","727.26932403758713"
-21.299,-42.426,"ECOVIAS RIO MINAS","BR-116-MG","727.19909063352532"
-21.298,-42.426,"ECOVIAS RIO MINAS","BR-116-MG","727.13889057290089"
-21.298,-42.425,"ECOVIAS RIO MINAS","BR-116-MG","727.00845710821454"
-21.298,-42.424,"ECOVIAS RIO MINAS","BR-116-MG","726.99842376477716"
-21.297,-42.424,"ECOVIAS RIO MINAS","BR-116-MG","726.87802364352831"
-21.297,-42.423,"ECOVIAS RIO MINAS","BR-116-MG","726.8077902394665"
-21.296,-42.423,"ECOVIAS RIO MINAS","BR-116-MG","726.74759017884207"
-21.296,-42.422,"ECOVIAS RIO MINAS","BR-116-MG","726.61715671415573"
-21.295,-42.422,"ECOVIAS RIO MINAS","BR-116-MG","726.60712337071834"
-21.295,-42.421,"ECOVIAS RIO MINAS","BR-116-MG","726.47668990603211"
-21.294,-42.421,"ECOVIAS RIO MINAS","BR-116-MG","726.42652318884507"
-21.294,-42.42,"ECOVIAS RIO MINAS","BR-116-MG","726.34625644134587"
-21.293,-42.42,"ECOVIAS RIO MINAS","BR-116-MG","726.23588966353441"
-21.293,-42.419,"ECOVIAS RIO MINAS","BR-116-MG","726.21582297665952"
-21.292,-42.419,"ECOVIAS RIO MINAS","BR-116-MG","726.08538951197329"
-21.291,-42.419,"ECOVIAS RIO MINAS","BR-116-MG","726.03522279478625"
-21.291,-42.418,"ECOVIAS RIO MINAS","BR-116-MG","725.954956047287"
-21.29,-42.418,"ECOVIAS RIO MINAS","BR-116-MG","725.83455592603821"
-21.289,-42.418,"ECOVIAS RIO MINAS","BR-116-MG","725.82452258260082"
-21.289,-42.417,"ECOVIAS RIO MINAS","BR-116-MG","725.71415580478936"
-21.288,-42.417,"ECOVIAS RIO MINAS","BR-116-MG","725.59375568354039"
-21.288,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.583722340103"
-21.287,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.46332221885416"
-21.286,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.3529554410427"
-21.285,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.24258866323123"
-21.284,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.13222188541977"
-21.283,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.01182176417092"
-21.282,-42.417,"ECOVIAS RIO MINAS","BR-116-MG","724.89142164292207"
-21.282,-42.416,"ECOVIAS RIO MINAS","BR-116-MG","725.00178842073353"
-21.281,-42.417,"ECOVIAS RIO MINAS","BR-116-MG","724.7810548651106"
-21.28,-42.417,"ECOVIAS RIO MINAS","BR-116-MG","724.71082146104879"
-21.28,-42.416,"ECOVIAS RIO MINAS","BR-116-MG",724.5904213398
-21.28,-42.415,"ECOVIAS RIO MINAS","BR-116-MG","724.57035465292506"
-21.279,-42.415,"ECOVIAS RIO MINAS","BR-116-MG","724.4700212185511"
-21.279,-42.414,"ECOVIAS RIO MINAS","BR-116-MG","724.35965444073963"
-21.279,-42.413,"ECOVIAS RIO MINAS","BR-116-MG","724.24928766292817"
-21.279,-42.412,"ECOVIAS RIO MINAS","BR-116-MG","724.20915428917851"
-21.278,-42.412,"ECOVIAS RIO MINAS","BR-116-MG","724.12888754167932"
-21.278,-42.411,"ECOVIAS RIO MINAS","BR-116-MG","724.01852076386785"
-21.277,-42.411,"ECOVIAS RIO MINAS","BR-116-MG","723.98842073355559"
-21.277,-42.41,"ECOVIAS RIO MINAS","BR-116-MG","723.847953925432"
-21.277,-42.409,"ECOVIAS RIO MINAS","BR-116-MG","723.83792058199447"
-21.276,-42.409,"ECOVIAS RIO MINAS","BR-116-MG","723.70748711730823"
-21.276,-42.408,"ECOVIAS RIO MINAS","BR-116-MG","723.66735374355858"
-21.275,-42.408,"ECOVIAS RIO MINAS","BR-116-MG","723.577053652622"
-21.275,-42.407,"ECOVIAS RIO MINAS","BR-116-MG","723.4867535616853"
-21.274,-42.407,"ECOVIAS RIO MINAS","BR-116-MG","723.42655350106088"
-21.274,-42.406,"ECOVIAS RIO MINAS","BR-116-MG","723.34628675356169"
-21.273,-42.406,"ECOVIAS RIO MINAS","BR-116-MG","723.22588663231284"
-21.272,-42.406,"ECOVIAS RIO MINAS","BR-116-MG","723.21585328887545"
-21.272,-42.405,"ECOVIAS RIO MINAS","BR-116-MG","723.11551985450137"
-21.271,-42.405,"ECOVIAS RIO MINAS","BR-116-MG","723.00515307668991"
-21.27,-42.405,"ECOVIAS RIO MINAS","BR-116-MG","722.89478629887844"
-21.269,-42.405,"ECOVIAS RIO MINAS","BR-116-MG","722.784419521067"
-21.268,-42.405,"ECOVIAS RIO MINAS","BR-116-MG","722.67405274325552"
-21.267,-42.405,"ECOVIAS RIO MINAS","BR-116-MG","722.63391936950586"
-21.267,-42.404,"ECOVIAS RIO MINAS","BR-116-MG","722.563685965444"
-21.266,-42.404,"ECOVIAS RIO MINAS","BR-116-MG","722.45331918763259"
-21.265,-42.404,"ECOVIAS RIO MINAS","BR-116-MG","722.34295240982112"
-21.264,-42.404,"ECOVIAS RIO MINAS","BR-116-MG","722.23258563200966"
-21.263,-42.404,"ECOVIAS RIO MINAS","BR-116-MG","722.11218551076081"
-21.262,-42.404,"ECOVIAS RIO MINAS","BR-116-MG","722.08208548044865"
-21.262,-42.403,"ECOVIAS RIO MINAS","BR-116-MG","722.00181873294935"
-21.261,-42.403,"ECOVIAS RIO MINAS","BR-116-MG","721.87138526826311"
-21.26,-42.403,"ECOVIAS RIO MINAS","BR-116-MG","721.86135192482573"
-21.26,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.74095180357676"
-21.259,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.63058502576541"
-21.258,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.520218247954"
-21.257,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.40985147014248"
-21.256,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.299484692331"
-21.255,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.18911791451956"
-21.254,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","721.07875113670809"
-21.253,-42.402,"ECOVIAS RIO MINAS","BR-116-MG","720.99848438920878"
-21.253,-42.401,"ECOVIAS RIO MINAS","BR-116-MG","720.87808426795993"
-21.253,-42.4,"ECOVIAS RIO MINAS","BR-116-MG","720.85801758108516"
-21.252,-42.4,"ECOVIAS RIO MINAS","BR-116-MG","720.76771749014847"
-21.252,-42.399,"ECOVIAS RIO MINAS","BR-116-MG","720.63728402546224"
-21.252,-42.398,"ECOVIAS RIO MINAS","BR-116-MG","720.61721733858747"
-21.251,-42.398,"ECOVIAS RIO MINAS","BR-116-MG","720.47675053046373"
-21.25,-42.397,"ECOVIAS RIO MINAS","BR-116-MG","720.3463170657775"
-21.249,-42.397,"ECOVIAS RIO MINAS","BR-116-MG","720.29615034859046"
-21.249,-42.396,"ECOVIAS RIO MINAS","BR-116-MG","720.20585025765376"
-21.248,-42.396,"ECOVIAS RIO MINAS","BR-116-MG","720.11555016671718"
-21.248,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","720.06538344953015"
-21.247,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","719.9449833282813"
-21.246,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","719.914883297969"
-21.246,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","719.81454986359506"
-21.245,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","719.7041830857836"
-21.244,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","719.59381630797213"
-21.243,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","719.48344953016067"
-21.242,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","719.35301606547432"
-21.241,-42.393,"ECOVIAS RIO MINAS","BR-116-MG","719.22258260078809"
-21.24,-42.393,"ECOVIAS RIO MINAS","BR-116-MG","719.11221582297662"
-21.239,-42.393,"ECOVIAS RIO MINAS","BR-116-MG","718.99181570172777"
-21.238,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","718.85134889360415"
-21.238,-42.393,"ECOVIAS RIO MINAS","BR-116-MG","718.95168232797812"
-21.237,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.71088208548042"
-21.237,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","718.79114883297962"
-21.236,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.59048196423157"
-21.235,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.48011518642011"
-21.234,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.36974840860864"
-21.233,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.25938163079718"
-21.232,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.1590481964231"
-21.231,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","718.03864807517425"
-21.23,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.92828129736279"
-21.229,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.81791451955132"
-21.228,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.80788117611394"
-21.228,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","717.70754774173986"
-21.227,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.587147620491"
-21.227,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","717.6774477114277"
-21.226,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.47678084267955"
-21.225,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.36641406486808"
-21.224,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.25604728705662"
-21.223,-42.395,"ECOVIAS RIO MINAS","BR-116-MG","717.12561382237038"
-21.223,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","717.115580478933"
-21.222,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","716.99518035768415"
-21.221,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","716.88481357987268"
-21.22,-42.394,"ECOVIAS RIO MINAS","BR-116-MG","716.78448014549861"
-21.22,-42.393,"ECOVIAS RIO MINAS","BR-116-MG","716.73431342831157"
-21.219,-42.393,"ECOVIAS RIO MINAS","BR-116-MG","716.63397999393749"
-21.219,-42.392,"ECOVIAS RIO MINAS","BR-116-MG","716.57377993331306"
-21.218,-42.392,"ECOVIAS RIO MINAS","BR-116-MG","716.4634131555016"
-21.218,-42.391,"ECOVIAS RIO MINAS","BR-116-MG","716.44334646862683"
-21.217,-42.391,"ECOVIAS RIO MINAS","BR-116-MG","716.322946347378"
-21.216,-42.391,"ECOVIAS RIO MINAS","BR-116-MG","716.21257956956651"
-21.215,-42.391,"ECOVIAS RIO MINAS","BR-116-MG","716.16241285237948"
-21.215,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","716.09217944831767"
-21.214,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.97177932706882"
-21.213,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.92161260988178"
-21.213,-42.389,"ECOVIAS RIO MINAS","BR-116-MG","715.84134586238247"
-21.212,-42.389,"ECOVIAS RIO MINAS","BR-116-MG","715.730979084571"
-21.211,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.62061230675965"
-21.211,-42.389,"ECOVIAS RIO MINAS","BR-116-MG","715.67077902394658"
-21.21,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.51024552894819"
-21.209,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.39987875113673"
-21.208,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.28951197332526"
-21.207,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.1791451955138"
-21.206,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","715.06877841770233"
-21.205,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","714.95841163989087"
-21.204,-42.39,"ECOVIAS RIO MINAS","BR-116-MG","714.938344953016"
-21.204,-42.389,"ECOVIAS RIO MINAS","BR-116-MG","714.80791148832975"
-21.203,-42.389,"ECOVIAS RIO MINAS","BR-116-MG","714.7778114580176"
-21.203,-42.388,"ECOVIAS RIO MINAS","BR-116-MG","714.65741133676875"
-21.202,-42.388,"ECOVIAS RIO MINAS","BR-116-MG","714.62731130645648"
-21.202,-42.387,"ECOVIAS RIO MINAS","BR-116-MG","714.516944528645"
-21.202,-42.386,"ECOVIAS RIO MINAS","BR-116-MG","714.40657775083355"
-21.202,-42.385,"ECOVIAS RIO MINAS","BR-116-MG","714.30624431645947"
-21.201,-42.385,"ECOVIAS RIO MINAS","BR-116-MG","714.23601091239766"
-21.201,-42.384,"ECOVIAS RIO MINAS","BR-116-MG","714.18584419521062"
-21.2,-42.384,"ECOVIAS RIO MINAS","BR-116-MG","714.06544407396177"
-21.199,-42.384,"ECOVIAS RIO MINAS","BR-116-MG","713.95507729615031"
-21.198,-42.384,"ECOVIAS RIO MINAS","BR-116-MG","713.84471051833884"
-21.197,-42.384,"ECOVIAS RIO MINAS","BR-116-MG","713.73434374052738"
-21.196,-42.384,"ECOVIAS RIO MINAS","BR-116-MG","713.62397696271591"
-21.196,-42.383,"ECOVIAS RIO MINAS","BR-116-MG","713.50357684146707"
-21.196,-42.382,"ECOVIAS RIO MINAS","BR-116-MG","713.49354349802968"
-21.195,-42.382,"ECOVIAS RIO MINAS","BR-116-MG","713.3932100636556"
-21.195,-42.381,"ECOVIAS RIO MINAS","BR-116-MG","713.27280994240675"
-21.195,-42.38,"ECOVIAS RIO MINAS","BR-116-MG","713.2326765686571"
-21.194,-42.38,"ECOVIAS RIO MINAS","BR-116-MG","713.14237647772052"
-21.194,-42.379,"ECOVIAS RIO MINAS","BR-116-MG","713.032009699909"
-21.194,-42.378,"ECOVIAS RIO MINAS","BR-116-MG","712.92164292209759"
-21.194,-42.377,"ECOVIAS RIO MINAS","BR-116-MG","712.81127614428613"
-21.194,-42.376,"ECOVIAS RIO MINAS","BR-116-MG","712.70090936647466"
-21.194,-42.375,"ECOVIAS RIO MINAS","BR-116-MG","712.60057593210058"
-21.193,-42.374,"ECOVIAS RIO MINAS","BR-116-MG","712.49020915428912"
-21.193,-42.373,"ECOVIAS RIO MINAS","BR-116-MG","712.36980903304027"
-21.193,-42.372,"ECOVIAS RIO MINAS","BR-116-MG","712.25944225522881"
-21.193,-42.371,"ECOVIAS RIO MINAS","BR-116-MG","712.15910882085473"
-21.192,-42.371,"ECOVIAS RIO MINAS","BR-116-MG","712.14907547741734"
