"SNV.latitude","SNV.longitude","Min(SNV.SNV_Conces)","Min(SNV.Rodovia)","CountNonNull(SNV.km - SNV)"
-22.677,-43.83,"ECOVIAS RIO MINAS","BR-116-RJ","2.1068757539203857"
-22.677,-43.819,"ECOVIAS RIO MINAS","BR-116-RJ","0.15826296743063931"
-22.677,-43.818,"ECOVIAS RIO MINAS","BR-116-RJ","0.029674306393244872"
-22.677,-43.817,"ECOVIAS RIO MINAS","BR-116-RJ",0
-22.677,-43.661,"ECOVIAS RIO MINAS","BR-493-RJ","90.3196942446043"
-22.677,-43.66,"ECOVIAS RIO MINAS","BR-493-RJ","90.189928057553956"
-22.677,-43.659,"ECOVIAS RIO MINAS","BR-493-RJ","90.179946043165458"
-22.677,-43.54,"ECOVIAS RIO MINAS","BR-493-RJ","76.400132362673716"
-22.677,-43.539,"ECOVIAS RIO MINAS","BR-493-RJ","76.281005956320314"
-22.677,-43.401,"ECOVIAS RIO MINAS","BR-493-RJ","60.92277505255781"
-22.677,-43.4,"ECOVIAS RIO MINAS","BR-493-RJ","60.813314646110719"
-22.677,-43.399,"ECOVIAS RIO MINAS","BR-493-RJ","60.713805185704274"
-22.677,-43.398,"ECOVIAS RIO MINAS","BR-493-RJ","60.604344779257183"
-22.677,-43.397,"ECOVIAS RIO MINAS","BR-493-RJ","60.494884372810091"
-22.677,-43.396,"ECOVIAS RIO MINAS","BR-493-RJ","60.455080588647512"
-22.677,-42.973,"ECOVIAS RIO MINAS","BR-493-RJ","12.677316293929712"
-22.677,-42.972,"ECOVIAS RIO MINAS","BR-493-RJ","12.568370607028754"
-22.676,-43.834,"ECOVIAS RIO MINAS","BR-116-RJ","4.263208685162847"
-22.676,-43.833,"ECOVIAS RIO MINAS","BR-116-RJ","4.3423401688781658"
-22.676,-43.832,"ECOVIAS RIO MINAS","BR-116-RJ","4.45114595898673"
-22.676,-43.831,"ECOVIAS RIO MINAS","BR-116-RJ","4.559951749095295"
-22.676,-43.659,"ECOVIAS RIO MINAS","BR-493-RJ","90.070143884892076"
-22.676,-43.658,"ECOVIAS RIO MINAS","BR-493-RJ","89.9603417266187"
-22.676,-43.541,"ECOVIAS RIO MINAS","BR-493-RJ","76.549040370615486"
-22.676,-43.54,"ECOVIAS RIO MINAS","BR-493-RJ","76.42991396426207"
-22.676,-43.396,"ECOVIAS RIO MINAS","BR-493-RJ","60.395374912403639"
-22.676,-43.395,"ECOVIAS RIO MINAS","BR-493-RJ","60.285914505956548"
-22.676,-43.394,"ECOVIAS RIO MINAS","BR-493-RJ","60.176454099509456"
-22.676,-43.393,"ECOVIAS RIO MINAS","BR-493-RJ","60.086895585143658"
-22.676,-42.975,"ECOVIAS RIO MINAS","BR-493-RJ","12.93482428115016"
-22.676,-42.974,"ECOVIAS RIO MINAS","BR-493-RJ","12.806070287539937"
-22.676,-42.973,"ECOVIAS RIO MINAS","BR-493-RJ","12.756549520766773"
-22.675,-43.831,"ECOVIAS RIO MINAS","BR-116-RJ","4.6193003618817849"
-22.675,-43.83,"ECOVIAS RIO MINAS","BR-116-RJ","4.7379975874547648"
-22.675,-43.658,"ECOVIAS RIO MINAS","BR-493-RJ","89.95035971223021"
-22.675,-43.657,"ECOVIAS RIO MINAS","BR-493-RJ","89.830575539568343"
-22.675,-43.656,"ECOVIAS RIO MINAS","BR-493-RJ","89.730755395683445"
-22.675,-43.542,"ECOVIAS RIO MINAS","BR-493-RJ","76.697948378557243"
-22.675,-43.541,"ECOVIAS RIO MINAS","BR-493-RJ","76.56889477167438"
-22.675,-43.393,"ECOVIAS RIO MINAS","BR-493-RJ","60.066993693062365"
-22.675,-43.392,"ECOVIAS RIO MINAS","BR-493-RJ","59.957533286615273"
-22.675,-43.391,"ECOVIAS RIO MINAS","BR-493-RJ","59.848072880168182"
-22.675,-43.39,"ECOVIAS RIO MINAS","BR-493-RJ","59.758514365802384"
-22.675,-42.976,"ECOVIAS RIO MINAS","BR-493-RJ","13.063578274760383"
-22.675,-42.975,"ECOVIAS RIO MINAS","BR-493-RJ","12.944728434504793"
-22.674,-43.834,"ECOVIAS RIO MINAS","BR-116-RJ","6.6173703256936056"
-22.674,-43.83,"ECOVIAS RIO MINAS","BR-116-RJ","4.7874547647768395"
-22.674,-43.656,"ECOVIAS RIO MINAS","BR-493-RJ","89.710791366906463"
-22.674,-43.655,"ECOVIAS RIO MINAS","BR-493-RJ","89.600989208633081"
-22.674,-43.654,"ECOVIAS RIO MINAS","BR-493-RJ","89.511151079136681"
-22.674,-43.543,"ECOVIAS RIO MINAS","BR-493-RJ","76.8270019854401"
-22.674,-43.542,"ECOVIAS RIO MINAS","BR-493-RJ","76.717802779616136"
-22.674,-43.39,"ECOVIAS RIO MINAS","BR-493-RJ","59.738612473721091"
-22.674,-43.389,"ECOVIAS RIO MINAS","BR-493-RJ",59.629152067274
-22.674,-43.388,"ECOVIAS RIO MINAS","BR-493-RJ","59.509740714786261"
-22.674,-43.387,"ECOVIAS RIO MINAS","BR-493-RJ","59.499789768745615"
-22.674,-42.977,"ECOVIAS RIO MINAS","BR-493-RJ","13.202236421725239"
-22.674,-42.976,"ECOVIAS RIO MINAS","BR-493-RJ","13.123003194888179"
-22.673,-43.835,"ECOVIAS RIO MINAS","BR-116-RJ","6.6470446320868515"
-22.673,-43.834,"ECOVIAS RIO MINAS","BR-116-RJ","6.5283474065138707"
-22.673,-43.833,"ECOVIAS RIO MINAS","BR-116-RJ","6.4096501809408917"
-22.673,-43.83,"ECOVIAS RIO MINAS","BR-116-RJ","4.8962605548854032"
-22.673,-43.829,"ECOVIAS RIO MINAS","BR-116-RJ","4.9753920386007229"
-22.673,-43.654,"ECOVIAS RIO MINAS","BR-493-RJ","89.481205035971215"
-22.673,-43.653,"ECOVIAS RIO MINAS","BR-493-RJ","89.361420863309348"
-22.673,-43.652,"ECOVIAS RIO MINAS","BR-493-RJ","89.291546762589917"
-22.673,-43.545,"ECOVIAS RIO MINAS","BR-493-RJ","77.065254798146924"
-22.673,-43.544,"ECOVIAS RIO MINAS","BR-493-RJ","76.946128391793508"
-22.673,-43.543,"ECOVIAS RIO MINAS","BR-493-RJ","76.9064195896757"
-22.673,-43.387,"ECOVIAS RIO MINAS","BR-493-RJ","59.40028030833917"
-22.673,-43.386,"ECOVIAS RIO MINAS","BR-493-RJ","59.290819901892078"
-22.673,-43.385,"ECOVIAS RIO MINAS","BR-493-RJ","59.241065171688859"
-22.673,-42.979,"ECOVIAS RIO MINAS","BR-493-RJ","13.449840255591054"
-22.673,-42.978,"ECOVIAS RIO MINAS","BR-493-RJ","13.330990415335464"
-22.673,-42.977,"ECOVIAS RIO MINAS","BR-493-RJ","13.311182108626198"
-22.672,-43.836,"ECOVIAS RIO MINAS","BR-116-RJ","6.8547647768395654"
-22.672,-43.835,"ECOVIAS RIO MINAS","BR-116-RJ","6.7756332931242449"
-22.672,-43.833,"ECOVIAS RIO MINAS","BR-116-RJ","6.3997587454764773"
-22.672,-43.832,"ECOVIAS RIO MINAS","BR-116-RJ","6.2711700844390821"
-22.672,-43.829,"ECOVIAS RIO MINAS","BR-116-RJ","5.0644149577804578"
-22.672,-43.652,"ECOVIAS RIO MINAS","BR-493-RJ","89.241636690647482"
-22.672,-43.651,"ECOVIAS RIO MINAS","BR-493-RJ","89.1218525179856"
-22.672,-43.65,"ECOVIAS RIO MINAS","BR-493-RJ","89.061960431654668"
-22.672,-43.547,"ECOVIAS RIO MINAS","BR-493-RJ","77.303507610853728"
-22.672,-43.546,"ECOVIAS RIO MINAS","BR-493-RJ","77.184381204500326"
-22.672,-43.545,"ECOVIAS RIO MINAS","BR-493-RJ","77.124818001323618"
-22.672,-43.385,"ECOVIAS RIO MINAS","BR-493-RJ","59.17140854940434"
-22.672,-43.384,"ECOVIAS RIO MINAS","BR-493-RJ","59.061948142957249"
-22.672,-43.383,"ECOVIAS RIO MINAS","BR-493-RJ","58.98234057463209"
-22.672,-43.29,"ECOVIAS RIO MINAS","BR-493-RJ","48.4836496350365"
-22.672,-43.289,"ECOVIAS RIO MINAS","BR-493-RJ","48.377080291970806"
-22.672,-43.288,"ECOVIAS RIO MINAS","BR-493-RJ","48.270510948905113"
-22.672,-43.287,"ECOVIAS RIO MINAS","BR-493-RJ","48.153284671532845"
-22.672,-43.286,"ECOVIAS RIO MINAS","BR-493-RJ","48.049929478138225"
-22.672,-43.285,"ECOVIAS RIO MINAS","BR-493-RJ","47.939774330042312"
-22.672,-43.284,"ECOVIAS RIO MINAS","BR-493-RJ","47.839633286318758"
-22.672,-43.283,"ECOVIAS RIO MINAS","BR-493-RJ","47.729478138222845"
-22.672,-43.282,"ECOVIAS RIO MINAS","BR-493-RJ","47.629337094499292"
-22.672,-43.281,"ECOVIAS RIO MINAS","BR-493-RJ","47.519181946403386"
-22.672,-43.28,"ECOVIAS RIO MINAS","BR-493-RJ","47.409026798307472"
-22.672,-43.279,"ECOVIAS RIO MINAS","BR-493-RJ","47.328913963328631"
-22.672,-42.981,"ECOVIAS RIO MINAS","BR-493-RJ","13.697444089456869"
-22.672,-42.98,"ECOVIAS RIO MINAS","BR-493-RJ","13.578594249201277"
-22.672,-42.979,"ECOVIAS RIO MINAS","BR-493-RJ","13.519169329073483"
-22.671,-43.836,"ECOVIAS RIO MINAS","BR-116-RJ",6.9437876960193
-22.671,-43.832,"ECOVIAS RIO MINAS","BR-116-RJ","6.241495778045838"
-22.671,-43.831,"ECOVIAS RIO MINAS","BR-116-RJ","6.1227985524728581"
-22.671,-43.83,"ECOVIAS RIO MINAS","BR-116-RJ","6.0832328106151987"
-22.671,-43.829,"ECOVIAS RIO MINAS","BR-116-RJ","5.1732207478890224"
-22.671,-43.828,"ECOVIAS RIO MINAS","BR-116-RJ","5.2424607961399277"
-22.671,-43.65,"ECOVIAS RIO MINAS","BR-493-RJ","89.002068345323735"
-22.671,-43.649,"ECOVIAS RIO MINAS","BR-493-RJ","88.882284172661869"
-22.671,-43.648,"ECOVIAS RIO MINAS","BR-493-RJ","88.8423561151079"
-22.671,-43.549,"ECOVIAS RIO MINAS","BR-493-RJ","77.5318332230311"
-22.671,-43.548,"ECOVIAS RIO MINAS","BR-493-RJ","77.412706816677684"
-22.671,-43.547,"ECOVIAS RIO MINAS","BR-493-RJ","77.343216412971543"
-22.671,-43.383,"ECOVIAS RIO MINAS","BR-493-RJ","58.952487736510157"
-22.671,-43.382,"ECOVIAS RIO MINAS","BR-493-RJ","58.833076384022426"
-22.671,-43.381,"ECOVIAS RIO MINAS","BR-493-RJ","58.723615977575335"
-22.671,-43.297,"ECOVIAS RIO MINAS","BR-493-RJ","49.261605839416063"
-22.671,-43.296,"ECOVIAS RIO MINAS","BR-493-RJ","49.15503649635037"
-22.671,-43.295,"ECOVIAS RIO MINAS","BR-493-RJ","49.0378102189781"
-22.671,-43.294,"ECOVIAS RIO MINAS","BR-493-RJ","48.931240875912408"
-22.671,-43.293,"ECOVIAS RIO MINAS","BR-493-RJ","48.824671532846715"
-22.671,-43.292,"ECOVIAS RIO MINAS","BR-493-RJ","48.707445255474454"
-22.671,-43.291,"ECOVIAS RIO MINAS","BR-493-RJ","48.60087591240876"
-22.671,-43.29,"ECOVIAS RIO MINAS","BR-493-RJ","48.494306569343067"
-22.671,-43.279,"ECOVIAS RIO MINAS","BR-493-RJ","47.298871650211566"
-22.671,-43.278,"ECOVIAS RIO MINAS","BR-493-RJ","47.188716502115653"
-22.671,-43.277,"ECOVIAS RIO MINAS","BR-493-RJ","47.0885754583921"
-22.671,-43.276,"ECOVIAS RIO MINAS","BR-493-RJ","46.978420310296194"
-22.671,-43.275,"ECOVIAS RIO MINAS","BR-493-RJ","46.948377997179122"
-22.671,-42.982,"ECOVIAS RIO MINAS","BR-493-RJ","13.826198083067093"
-22.671,-42.981,"ECOVIAS RIO MINAS","BR-493-RJ","13.717252396166135"
-22.67,-43.839,"ECOVIAS RIO MINAS","BR-116-RJ","7.5372738238841972"
-22.67,-43.838,"ECOVIAS RIO MINAS","BR-116-RJ","7.4185765983112173"
-22.67,-43.837,"ECOVIAS RIO MINAS","BR-116-RJ","7.3394451145958985"
-22.67,-43.836,"ECOVIAS RIO MINAS","BR-116-RJ","7.0525934861278641"
-22.67,-43.83,"ECOVIAS RIO MINAS","BR-116-RJ","5.9645355850422188"
-22.67,-43.829,"ECOVIAS RIO MINAS","BR-116-RJ","5.9447527141133891"
-22.67,-43.828,"ECOVIAS RIO MINAS","BR-116-RJ","5.3018094089264167"
-22.67,-43.827,"ECOVIAS RIO MINAS","BR-116-RJ","5.4106151990349813"
-22.67,-43.648,"ECOVIAS RIO MINAS","BR-493-RJ","88.762499999999989"
-22.67,-43.647,"ECOVIAS RIO MINAS","BR-493-RJ","88.642715827338122"
-22.67,-43.646,"ECOVIAS RIO MINAS","BR-493-RJ","88.62275179856114"
-22.67,-43.55,"ECOVIAS RIO MINAS","BR-493-RJ","77.6509596293845"
-22.67,-43.549,"ECOVIAS RIO MINAS","BR-493-RJ","77.561614824619454"
-22.67,-43.38,"ECOVIAS RIO MINAS","BR-493-RJ","58.614155571128236"
-22.67,-43.379,"ECOVIAS RIO MINAS","BR-493-RJ","58.494744218640506"
-22.67,-43.378,"ECOVIAS RIO MINAS","BR-493-RJ","58.464891380518566"
-22.67,-43.306,"ECOVIAS RIO MINAS","BR-493-RJ","50.263357664233581"
-22.67,-43.305,"ECOVIAS RIO MINAS","BR-493-RJ","50.146131386861313"
-22.67,-43.304,"ECOVIAS RIO MINAS","BR-493-RJ","50.03956204379562"
-22.67,-43.303,"ECOVIAS RIO MINAS","BR-493-RJ","49.922335766423359"
-22.67,-43.302,"ECOVIAS RIO MINAS","BR-493-RJ","49.815766423357665"
-22.67,-43.301,"ECOVIAS RIO MINAS","BR-493-RJ","49.709197080291972"
-22.67,-43.3,"ECOVIAS RIO MINAS","BR-493-RJ","49.591970802919711"
-22.67,-43.299,"ECOVIAS RIO MINAS","BR-493-RJ","49.485401459854018"
-22.67,-43.298,"ECOVIAS RIO MINAS","BR-493-RJ","49.378832116788324"
-22.67,-43.297,"ECOVIAS RIO MINAS","BR-493-RJ","49.36817518248175"
-22.67,-43.275,"ECOVIAS RIO MINAS","BR-493-RJ","46.868265162200281"
-22.67,-43.274,"ECOVIAS RIO MINAS","BR-493-RJ","46.758110014104375"
-22.67,-43.273,"ECOVIAS RIO MINAS","BR-493-RJ","46.647954866008462"
-22.67,-43.272,"ECOVIAS RIO MINAS","BR-493-RJ","46.587870239774333"
-22.67,-42.984,"ECOVIAS RIO MINAS","BR-493-RJ","14.073801916932908"
-22.67,-42.983,"ECOVIAS RIO MINAS","BR-493-RJ","13.954952076677316"
-22.67,-42.982,"ECOVIAS RIO MINAS","BR-493-RJ","13.925239616613419"
-22.669,-43.839,"ECOVIAS RIO MINAS","BR-116-RJ","7.5669481302774413"
-22.669,-43.838,"ECOVIAS RIO MINAS","BR-116-RJ","7.6262967430639321"
-22.669,-43.837,"ECOVIAS RIO MINAS","BR-116-RJ","7.3097708082026527"
-22.669,-43.836,"ECOVIAS RIO MINAS","BR-116-RJ","7.1712907117008431"
-22.669,-43.829,"ECOVIAS RIO MINAS","BR-116-RJ","5.7963811821471651"
-22.669,-43.828,"ECOVIAS RIO MINAS","BR-116-RJ","5.7469240048250905"
-22.669,-43.827,"ECOVIAS RIO MINAS","BR-116-RJ","5.4897466827503019"
-22.669,-43.646,"ECOVIAS RIO MINAS","BR-493-RJ","88.522931654676256"
-22.669,-43.645,"ECOVIAS RIO MINAS","BR-493-RJ","88.403147482014376"
-22.669,-43.644,"ECOVIAS RIO MINAS","BR-493-RJ","88.393165467625892"
-22.669,-43.552,"ECOVIAS RIO MINAS","BR-493-RJ","77.909066843150228"
-22.669,-43.551,"ECOVIAS RIO MINAS","BR-493-RJ","77.780013236267365"
-22.669,-43.55,"ECOVIAS RIO MINAS","BR-493-RJ","77.750231634679011"
-22.669,-43.378,"ECOVIAS RIO MINAS","BR-493-RJ","58.385283812193414"
-22.669,-43.377,"ECOVIAS RIO MINAS","BR-493-RJ","58.275823405746323"
-22.669,-43.376,"ECOVIAS RIO MINAS","BR-493-RJ","58.2061667834618"
-22.669,-43.314,"ECOVIAS RIO MINAS","BR-493-RJ","51.147883211678831"
-22.669,-43.313,"ECOVIAS RIO MINAS","BR-493-RJ","51.041313868613138"
-22.669,-43.312,"ECOVIAS RIO MINAS","BR-493-RJ","50.924087591240877"
-22.669,-43.311,"ECOVIAS RIO MINAS","BR-493-RJ","50.817518248175183"
-22.669,-43.31,"ECOVIAS RIO MINAS","BR-493-RJ","50.700291970802922"
-22.669,-43.309,"ECOVIAS RIO MINAS","BR-493-RJ","50.593722627737229"
-22.669,-43.308,"ECOVIAS RIO MINAS","BR-493-RJ","50.476496350364968"
-22.669,-43.307,"ECOVIAS RIO MINAS","BR-493-RJ","50.369927007299268"
-22.669,-43.306,"ECOVIAS RIO MINAS","BR-493-RJ","50.348613138686133"
-22.669,-43.272,"ECOVIAS RIO MINAS","BR-493-RJ","46.537799717912549"
-22.669,-43.271,"ECOVIAS RIO MINAS","BR-493-RJ","46.427644569816643"
-22.669,-43.27,"ECOVIAS RIO MINAS","BR-493-RJ","46.317489421720737"
-22.669,-43.269,"ECOVIAS RIO MINAS","BR-493-RJ","46.237376586741888"
-22.669,-43.023,"ECOVIAS RIO MINAS","BR-493-RJ","18.413875598086126"
-22.669,-43.022,"ECOVIAS RIO MINAS","BR-493-RJ","18.303349282296651"
-22.669,-43.021,"ECOVIAS RIO MINAS","BR-493-RJ","18.20287081339713"
-22.669,-43.02,"ECOVIAS RIO MINAS","BR-493-RJ","18.092344497607655"
-22.669,-43.019,"ECOVIAS RIO MINAS","BR-493-RJ","17.991866028708134"
-22.669,-43.018,"ECOVIAS RIO MINAS","BR-493-RJ","17.88133971291866"
-22.669,-43.017,"ECOVIAS RIO MINAS","BR-493-RJ","17.851196172248805"
-22.669,-42.986,"ECOVIAS RIO MINAS","BR-493-RJ","14.321405750798721"
-22.669,-42.985,"ECOVIAS RIO MINAS","BR-493-RJ","14.202555910543131"
-22.669,-42.984,"ECOVIAS RIO MINAS","BR-493-RJ","14.133226837060702"
-22.668,-43.839,"ECOVIAS RIO MINAS","BR-116-RJ","7.6955367913148365"
-22.668,-43.838,"ECOVIAS RIO MINAS","BR-116-RJ","7.6757539203860068"
-22.668,-43.828,"ECOVIAS RIO MINAS","BR-116-RJ","5.6875753920386005"
-22.668,-43.827,"ECOVIAS RIO MINAS","BR-116-RJ","5.5985524728588656"
-22.668,-43.644,"ECOVIAS RIO MINAS","BR-493-RJ","88.283363309352509"
-22.668,-43.643,"ECOVIAS RIO MINAS","BR-493-RJ","88.173561151079127"
-22.668,-43.553,"ECOVIAS RIO MINAS","BR-493-RJ","78.038120450033091"
-22.668,-43.552,"ECOVIAS RIO MINAS","BR-493-RJ","77.928921244209121"
-22.668,-43.376,"ECOVIAS RIO MINAS","BR-493-RJ","58.156412053258585"
-22.668,-43.375,"ECOVIAS RIO MINAS","BR-493-RJ","58.046951646811493"
-22.668,-43.374,"ECOVIAS RIO MINAS","BR-493-RJ","57.947442186405041"
-22.668,-43.318,"ECOVIAS RIO MINAS","BR-493-RJ","51.595474452554747"
-22.668,-43.317,"ECOVIAS RIO MINAS","BR-493-RJ","51.488905109489053"
-22.668,-43.316,"ECOVIAS RIO MINAS","BR-493-RJ","51.371678832116793"
-22.668,-43.315,"ECOVIAS RIO MINAS","BR-493-RJ","51.254452554744525"
-22.668,-43.314,"ECOVIAS RIO MINAS","BR-493-RJ","51.169197080291973"
-22.668,-43.269,"ECOVIAS RIO MINAS","BR-493-RJ","46.207334273624824"
-22.668,-43.268,"ECOVIAS RIO MINAS","BR-493-RJ","46.10719322990127"
-22.668,-43.267,"ECOVIAS RIO MINAS","BR-493-RJ","45.997038081805357"
-22.668,-43.266,"ECOVIAS RIO MINAS","BR-493-RJ","45.886882933709451"
-22.668,-43.265,"ECOVIAS RIO MINAS","BR-493-RJ","45.876868829337091"
-22.668,-43.026,"ECOVIAS RIO MINAS","BR-493-RJ","18.745454545454546"
-22.668,-43.025,"ECOVIAS RIO MINAS","BR-493-RJ","18.624880382775121"
-22.668,-43.024,"ECOVIAS RIO MINAS","BR-493-RJ","18.514354066985646"
-22.668,-43.023,"ECOVIAS RIO MINAS","BR-493-RJ","18.484210526315788"
-22.668,-43.017,"ECOVIAS RIO MINAS","BR-493-RJ","17.780861244019139"
-22.668,-43.016,"ECOVIAS RIO MINAS","BR-493-RJ","17.680382775119618"
-22.668,-43.015,"ECOVIAS RIO MINAS","BR-493-RJ","17.569856459330143"
-22.668,-43.014,"ECOVIAS RIO MINAS","BR-493-RJ","17.469377990430623"
-22.668,-43.013,"ECOVIAS RIO MINAS","BR-493-RJ","17.358851674641148"
-22.668,-43.012,"ECOVIAS RIO MINAS","BR-493-RJ","17.258373205741627"
-22.668,-43.011,"ECOVIAS RIO MINAS","BR-493-RJ","17.157894736842106"
-22.668,-43.01,"ECOVIAS RIO MINAS","BR-493-RJ","17.047368421052632"
-22.668,-43.009,"ECOVIAS RIO MINAS","BR-493-RJ","16.936842105263157"
-22.668,-43.008,"ECOVIAS RIO MINAS","BR-493-RJ","16.876555023923444"
-22.668,-42.988,"ECOVIAS RIO MINAS","BR-493-RJ","14.559105431309904"
-22.668,-42.987,"ECOVIAS RIO MINAS","BR-493-RJ","14.440255591054314"
-22.668,-42.986,"ECOVIAS RIO MINAS","BR-493-RJ","14.361022364217252"
-22.667,-43.839,"ECOVIAS RIO MINAS","BR-116-RJ","7.8043425814234011"
-22.667,-43.643,"ECOVIAS RIO MINAS","BR-493-RJ","88.163579136690643"
-22.667,-43.642,"ECOVIAS RIO MINAS","BR-493-RJ","88.043794964028777"
-22.667,-43.641,"ECOVIAS RIO MINAS","BR-493-RJ","87.953956834532363"
-22.667,-43.554,"ECOVIAS RIO MINAS","BR-493-RJ","78.16717405691594"
-22.667,-43.553,"ECOVIAS RIO MINAS","BR-493-RJ","78.097683653209785"
-22.667,-43.374,"ECOVIAS RIO MINAS","BR-493-RJ","57.9374912403644"
-22.667,-43.373,"ECOVIAS RIO MINAS","BR-493-RJ","57.818079887876664"
-22.667,-43.372,"ECOVIAS RIO MINAS","BR-493-RJ","57.708619481429572"
-22.667,-43.371,"ECOVIAS RIO MINAS","BR-493-RJ","57.688717589348279"
-22.667,-43.322,"ECOVIAS RIO MINAS","BR-493-RJ","52.05372262773723"
-22.667,-43.321,"ECOVIAS RIO MINAS","BR-493-RJ","51.936496350364962"
-22.667,-43.32,"ECOVIAS RIO MINAS","BR-493-RJ","51.8192700729927"
-22.667,-43.319,"ECOVIAS RIO MINAS","BR-493-RJ","51.712700729927008"
-22.667,-43.318,"ECOVIAS RIO MINAS","BR-493-RJ","51.670072992700732"
-22.667,-43.265,"ECOVIAS RIO MINAS","BR-493-RJ","45.776727785613538"
-22.667,-43.264,"ECOVIAS RIO MINAS","BR-493-RJ","45.666572637517632"
-22.667,-43.263,"ECOVIAS RIO MINAS","BR-493-RJ","45.576445698166431"
-22.667,-43.027,"ECOVIAS RIO MINAS","BR-493-RJ","18.866028708133971"
-22.667,-43.026,"ECOVIAS RIO MINAS","BR-493-RJ","18.755502392344496"
-22.667,-43.008,"ECOVIAS RIO MINAS","BR-493-RJ","16.826315789473686"
-22.667,-43.007,"ECOVIAS RIO MINAS","BR-493-RJ","16.715789473684211"
-22.667,-43.006,"ECOVIAS RIO MINAS","BR-493-RJ","16.61531100478469"
-22.667,-42.99,"ECOVIAS RIO MINAS","BR-493-RJ","14.796805111821087"
-22.667,-42.989,"ECOVIAS RIO MINAS","BR-493-RJ","14.677955271565494"
-22.667,-42.988,"ECOVIAS RIO MINAS","BR-493-RJ","14.588817891373802"
-22.666,-43.841,"ECOVIAS RIO MINAS","BR-116-RJ","8.14065138721351"
-22.666,-43.84,"ECOVIAS RIO MINAS","BR-116-RJ","8.0219541616405312"
-22.666,-43.839,"ECOVIAS RIO MINAS","BR-116-RJ","7.9131483715319648"
-22.666,-43.641,"ECOVIAS RIO MINAS","BR-493-RJ","87.9339928057554"
-22.666,-43.64,"ECOVIAS RIO MINAS","BR-493-RJ","87.814208633093514"
-22.666,-43.639,"ECOVIAS RIO MINAS","BR-493-RJ","87.704406474820132"
-22.666,-43.638,"ECOVIAS RIO MINAS","BR-493-RJ","87.604586330935248"
-22.666,-43.637,"ECOVIAS RIO MINAS","BR-493-RJ","87.494784172661866"
-22.666,-43.636,"ECOVIAS RIO MINAS","BR-493-RJ","87.394964028776968"
-22.666,-43.635,"ECOVIAS RIO MINAS","BR-493-RJ","87.285161870503586"
-22.666,-43.634,"ECOVIAS RIO MINAS","BR-493-RJ","87.1853417266187"
-22.666,-43.633,"ECOVIAS RIO MINAS","BR-493-RJ","87.07553956834532"
-22.666,-43.592,"ECOVIAS RIO MINAS","BR-493-RJ","82.207544672402378"
-22.666,-43.591,"ECOVIAS RIO MINAS","BR-493-RJ","82.18769027134347"
-22.666,-43.556,"ECOVIAS RIO MINAS","BR-493-RJ","78.425281270681666"
-22.666,-43.555,"ECOVIAS RIO MINAS","BR-493-RJ","78.2962276637988"
-22.666,-43.554,"ECOVIAS RIO MINAS","BR-493-RJ","78.2763732627399"
-22.666,-43.371,"ECOVIAS RIO MINAS","BR-493-RJ","57.599159074982481"
-22.666,-43.37,"ECOVIAS RIO MINAS","BR-493-RJ","57.479747722494743"
-22.666,-43.369,"ECOVIAS RIO MINAS","BR-493-RJ","57.420042046250877"
-22.666,-43.337,"ECOVIAS RIO MINAS","BR-493-RJ","53.716204379562043"
-22.666,-43.336,"ECOVIAS RIO MINAS","BR-493-RJ","53.60963503649635"
-22.666,-43.335,"ECOVIAS RIO MINAS","BR-493-RJ","53.492408759124089"
-22.666,-43.334,"ECOVIAS RIO MINAS","BR-493-RJ","53.385839416058396"
-22.666,-43.333,"ECOVIAS RIO MINAS","BR-493-RJ","53.2792700729927"
-22.666,-43.332,"ECOVIAS RIO MINAS","BR-493-RJ","53.162043795620441"
-22.666,-43.331,"ECOVIAS RIO MINAS","BR-493-RJ","53.055474452554748"
-22.666,-43.33,"ECOVIAS RIO MINAS","BR-493-RJ","52.948905109489054"
-22.666,-43.329,"ECOVIAS RIO MINAS","BR-493-RJ","52.831678832116793"
-22.666,-43.328,"ECOVIAS RIO MINAS","BR-493-RJ","52.725109489051093"
-22.666,-43.327,"ECOVIAS RIO MINAS","BR-493-RJ","52.618540145985406"
-22.666,-43.326,"ECOVIAS RIO MINAS","BR-493-RJ","52.501313868613138"
-22.666,-43.325,"ECOVIAS RIO MINAS","BR-493-RJ","52.394744525547445"
-22.666,-43.324,"ECOVIAS RIO MINAS","BR-493-RJ","52.277518248175184"
-22.666,-43.323,"ECOVIAS RIO MINAS","BR-493-RJ","52.160291970802923"
-22.666,-43.322,"ECOVIAS RIO MINAS","BR-493-RJ","52.138978102189782"
-22.666,-43.263,"ECOVIAS RIO MINAS","BR-493-RJ","45.546403385049366"
-22.666,-43.262,"ECOVIAS RIO MINAS","BR-493-RJ","45.436248236953453"
-22.666,-43.261,"ECOVIAS RIO MINAS","BR-493-RJ","45.326093088857547"
-22.666,-43.106,"ECOVIAS RIO MINAS","BR-493-RJ","28.135728542914173"
-22.666,-43.105,"ECOVIAS RIO MINAS","BR-493-RJ","28.035928143712574"
-22.666,-43.104,"ECOVIAS RIO MINAS","BR-493-RJ","27.936127744510976"
-22.666,-43.103,"ECOVIAS RIO MINAS","BR-493-RJ","27.82634730538922"
-22.666,-43.102,"ECOVIAS RIO MINAS","BR-493-RJ","27.726546906187625"
-22.666,-43.101,"ECOVIAS RIO MINAS","BR-493-RJ","27.616766467065869"
