TabelaReferenciaCodigo,CodigoTipoVeiculo,CodigoMarca,CodigoModelo,AnoModeloParam,CodigoTipoCombustivelParam,Valor,Marca,Modelo,AnoModelo,CodigoFipe,Combustivel,TipoVeiculo,SiglaCombustivel,MesReferencia,Autenticacao,DataConsulta,ValorNum
324,1,,,2021,,"R$ 46.773,00",Fiat,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,2021,001424-9,Flex,1,F,agosto de 2025 ,w0q0h7vqp8g6,"domingo, 10 de agosto de 2025 06:11",46773.0
324,1,,,2022,,"R$ 126.237,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2022,001453-2,Diesel,1,D,agosto de 2025 ,g3bnzf6qp8dm9,"domingo, 10 de agosto de 2025 06:10",126237.0
324,1,,,2023,,"R$ 140.714,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2023,001453-2,Diesel,1,D,agosto de 2025 ,hm9v0vgxq8drj,"domingo, 10 de agosto de 2025 06:10",140714.0
324,1,,,2024,,"R$ 164.521,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2024,001453-2,Diesel,1,D,agosto de 2025 ,jj65pvjkdrdvr,"domingo, 10 de agosto de 2025 06:10",164521.0
324,1,,,2025,,"R$ 169.839,00",Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2025,001453-2,Diesel,1,D,agosto de 2025 ,jrggskxw0jdyz,"domingo, 10 de agosto de 2025 06:10",169839.0
324,1,,,2021,,"R$ 47.937,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2021,001461-3,Flex,1,F,agosto de 2025 ,xgc2yvyftgg6,"domingo, 10 de agosto de 2025 05:47",47937.0
324,1,,,2022,,"R$ 51.141,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2022,001461-3,Flex,1,F,agosto de 2025 ,ynym6wkv97lf,"domingo, 10 de agosto de 2025 05:47",51141.0
324,1,,,2023,,"R$ 54.020,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2023,001461-3,Flex,1,F,agosto de 2025 ,zrp2h7vy8lpn,"domingo, 10 de agosto de 2025 05:47",54020.0
324,1,,,2024,,"R$ 56.937,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2024,001461-3,Flex,1,F,agosto de 2025 ,0vw9zsv762sw,"domingo, 10 de agosto de 2025 05:47",56937.0
324,1,,,2025,,"R$ 65.036,00",Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2025,001461-3,Flex,1,F,agosto de 2025 ,3xv1yjzrfcw3,"domingo, 10 de agosto de 2025 05:47",65036.0
324,1,,,2022,,"R$ 118.081,00",Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,2022,001487-7,Diesel,1,D,agosto de 2025 ,gsr64zhd9ddm9,"domingo, 10 de agosto de 2025 06:09",118081.0
324,1,,,2023,,"R$ 130.494,00",Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,2023,001487-7,Diesel,1,D,agosto de 2025 ,g8bdk0yb53drj,"domingo, 10 de agosto de 2025 06:09",130494.0
324,1,,,2021,,"R$ 57.776,00",Fiat,ARGO DRIVE 1.0 6V Flex,2021,001494-0,Flex,1,F,agosto de 2025 ,05q8grgbb2g6,"domingo, 10 de agosto de 2025 05:30",57776.0
324,1,,,2022,,"R$ 60.869,00",Fiat,ARGO DRIVE 1.0 6V Flex,2022,001494-0,Flex,1,F,agosto de 2025 ,2b0g029qmylf,"domingo, 10 de agosto de 2025 05:30",60869.0
324,1,,,2023,,"R$ 66.193,00",Fiat,ARGO DRIVE 1.0 6V Flex,2023,001494-0,Flex,1,F,agosto de 2025 ,4cflh2068npn,"domingo, 10 de agosto de 2025 05:30",66193.0
324,1,,,2024,,"R$ 70.323,00",Fiat,ARGO DRIVE 1.0 6V Flex,2024,001494-0,Flex,1,F,agosto de 2025 ,5xvqjnk5kssw,"domingo, 10 de agosto de 2025 05:30",70323.0
324,1,,,2025,,"R$ 78.114,00",Fiat,ARGO DRIVE 1.0 6V Flex,2025,001494-0,Flex,1,F,agosto de 2025 ,8v6h2rgqpdw3,"domingo, 10 de agosto de 2025 05:30",78114.0
324,1,,,2022,,"R$ 68.985,00",Fiat,CRONOS DRIVE 1.3 8V Flex,2022,001505-9,Flex,1,F,agosto de 2025 ,5d5djvshvmlf,"domingo, 10 de agosto de 2025 05:32",68985.0
324,1,,,2023,,"R$ 75.585,00",Fiat,CRONOS DRIVE 1.3 8V Flex,2023,001505-9,Flex,1,F,agosto de 2025 ,7xj9fdv1d4pn,"domingo, 10 de agosto de 2025 05:32",75585.0
324,1,,,2024,,"R$ 81.642,00",Fiat,CRONOS DRIVE 1.3 8V Flex,2024,001505-9,Flex,1,F,agosto de 2025 ,96kt04kj02sw,"domingo, 10 de agosto de 2025 05:32",81642.0
324,1,,,2025,,"R$ 84.178,00",Fiat,CRONOS DRIVE 1.3 8V Flex,2025,001505-9,Flex,1,F,agosto de 2025 ,cb49lkj81n3w3,"domingo, 10 de agosto de 2025 05:32",84178.0
324,1,,,2022,,"R$ 66.509,00",Fiat,CRONOS 1.3 8V Flex,2022,001506-7,Flex,1,F,agosto de 2025 ,4g4f13hsy0lf,"domingo, 10 de agosto de 2025 05:32",66509.0
324,1,,,2022,,"R$ 59.208,00",Fiat,ARGO 1.0 6V Flex,2022,001509-1,Flex,1,F,agosto de 2025 ,1qjrlzsd83dny,"domingo, 10 de agosto de 2025 05:30",59208.0
324,1,,,2023,,"R$ 63.501,00",Fiat,ARGO 1.0 6V Flex,2023,001509-1,Flex,1,F,agosto de 2025 ,3bv37jkghjdr5,"domingo, 10 de agosto de 2025 05:30",63501.0
324,1,,,2024,,"R$ 69.193,00",Fiat,ARGO 1.0 6V Flex,2024,001509-1,Flex,1,F,agosto de 2025 ,5hlz5tyq0ldwd,"domingo, 10 de agosto de 2025 05:30",69193.0
324,1,,,2025,,"R$ 77.441,00",Fiat,ARGO 1.0 6V Flex,2025,001509-1,Flex,1,F,agosto de 2025 ,8l9w0fkgfxdzm,"domingo, 10 de agosto de 2025 05:30",77441.0
324,1,,,2024,,"R$ 86.483,00",Fiat,ARGO TREKKING 1.3 8V Flex,2024,001519-9,Flex,1,F,agosto de 2025 ,cc1bc8zv9dbsw,"domingo, 10 de agosto de 2025 05:30",86483.0
324,1,,,2025,,"R$ 90.111,00",Fiat,ARGO TREKKING 1.3 8V Flex,2025,001519-9,Flex,1,F,agosto de 2025 ,cfdv1zs3yjhw3,"domingo, 10 de agosto de 2025 05:30",90111.0
324,1,,,2022,,"R$ 108.558,00",Fiat,Toro Endurance 2.0 16V 4x4 Diesel Aut.,2022,001520-2,Diesel,1,D,agosto de 2025 ,gfl210q9dtdm9,"domingo, 10 de agosto de 2025 06:09",108558.0
324,1,,,2022,,"R$ 71.336,00",Fiat,Strada Endurance 1.4 Flex 8V CS Plus,2022,001526-1,Flex,1,F,agosto de 2025 ,59qxkvjspdlf,"domingo, 10 de agosto de 2025 06:04",71336.0
324,1,,,2023,,"R$ 77.940,00",Fiat,Strada Endurance 1.4 Flex 8V CS Plus,2023,001526-1,Flex,1,F,agosto de 2025 ,8s48jk3p9kpn,"domingo, 10 de agosto de 2025 06:04",77940.0
324,1,,,2024,,"R$ 96.282,00",Fiat,Strada Freedom 1.3 Flex 8V  CS Plus,2024,001527-0,Flex,1,F,agosto de 2025 ,chq6023d356sw,"domingo, 10 de agosto de 2025 06:04",96282.0
324,1,,,2023,,"R$ 98.653,00",Fiat,Strada Freedom 1.3 Flex 8V CD,2023,001530-0,Flex,1,F,agosto de 2025 ,cjm0tgynwfwpn,"domingo, 10 de agosto de 2025 06:04",98653.0
324,1,,,2024,,"R$ 103.841,00",Fiat,Strada Freedom 1.3 Flex 8V CD,2024,001530-0,Flex,1,F,agosto de 2025 ,f72m4wm6qkdwd,"domingo, 10 de agosto de 2025 06:04",103841.0
324,1,,,2025,,"R$ 109.902,00",Fiat,Strada Freedom 1.3 Flex 8V CD,2025,001530-0,Flex,1,F,agosto de 2025 ,gg5yd5nsztdzm,"domingo, 10 de agosto de 2025 06:04",109902.0
324,1,,,2021,,"R$ 75.510,00",Fiat,Fiorino Endurance EVO 1.4 Flex 8V 2p,2021,001531-8,Flex,1,F,agosto de 2025 ,7wn1ccmv0kg6,"domingo, 10 de agosto de 2025 05:40",75510.0
324,1,,,2022,,"R$ 82.115,00",Fiat,Fiorino Endurance EVO 1.4 Flex 8V 2p,2022,001531-8,Flex,1,F,agosto de 2025 ,cbc3rldbmwwlf,"domingo, 10 de agosto de 2025 05:40",82115.0
324,1,,,2023,,"R$ 86.005,00",Fiat,Fiorino Endurance EVO 1.4 Flex 8V 2p,2023,001531-8,Flex,1,F,agosto de 2025 ,ccvqnc927z9pn,"domingo, 10 de agosto de 2025 05:40",86005.0
324,1,,,2024,,"R$ 91.370,00",Fiat,Fiorino Endurance EVO 1.4 Flex 8V 2p,2024,001531-8,Flex,1,F,agosto de 2025 ,cfwmnvcxhfmsw,"domingo, 10 de agosto de 2025 05:40",91370.0
324,1,,,2025,,"R$ 105.774,00",Fiat,Fiorino Endurance EVO 1.4 Flex 8V 2p,2025,001531-8,Flex,1,F,agosto de 2025 ,gbbw5g1kbzdzm,"domingo, 10 de agosto de 2025 05:40",105774.0
324,1,,,2024,,"R$ 61.947,00",Fiat,MOBI TREKKING 1.0 Flex 5p.,2024,001536-9,Flex,1,F,agosto de 2025 ,2rm9gfgdprsw,"domingo, 10 de agosto de 2025 05:47",61947.0
